user_id,email,password_hash,role,created_at,last_login,status
3953459c-ad86-4373-b536-0786480c9823,huyngo.director@gmail.com,$2b$12$hash_dir_8,DIRECTOR,2023-05-01 04:56:31,2025-08-03 09:23:29,ACTIVE
3990df71-5528-4679-9458-dce955d4f1b7,phongdinh.dp@gmail.com,$2b$12$hash_dir_9,DIRECTOR,2023-10-14 17:14:21,2025-09-02 03:20:51,ACTIVE
1be2b58f-c563-4cf5-9952-ce84fe0471da,nhungly.creative@gmail.com,$2b$12$hash_dir_10,DIRECTOR,2024-06-23 10:02:37,2025-05-21 10:40:57,ACTIVE
843d4bf5-a5a0-475f-b880-0841a7bfece6,kiendang.film@gmail.com,$2b$12$hash_dir_11,DIRECTOR,2024-05-22 10:37:26,2025-03-16 16:15:34,ACTIVE
509f22e9-8c10-44d3-a848-d844d62edfe9,truongmai.dir@gmail.com,$2b$12$hash_dir_12,DIRECTOR,2024-08-29 06:10:15,2025-01-28 00:18:03,ACTIVE
2d8c38f1-5780-46c6-b704-ff10d05b0608,anhphan.cinema@gmail.com,$2b$12$hash_dir_13,DIRECTOR,2023-04-05 14:13:42,2025-09-14 19:25:15,ACTIVE
43f4b298-ef7d-4bf4-974d-47e6a63c31ec,havu.dp@gmail.com,$2b$12$hash_dir_14,DIRECTOR,2023-08-25 00:19:54,2025-10-28 05:31:09,ACTIVE
967f8e12-2b81-4898-a9cd-b8159638e514,linhchi.beauty@gmail.com,$2b$12$hash_kol_0,KOL,2024-01-11 18:34:57,2025-06-16 11:51:27,ACTIVE
9ea7f30b-f47d-4c2d-b367-5b84a902ca77,ducphuc.music@gmail.com,$2b$12$hash_kol_1,KOL,2023-11-28 19:32:11,2025-11-16 06:06:23,ACTIVE
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,hamy.lifestyle@gmail.com,$2b$12$hash_kol_2,KOL,2023-08-18 10:48:11,2025-08-13 19:30:59,ACTIVE
f651c11c-c5bb-460d-a987-8c9836713d28,quangdai.fashion@gmail.com,$2b$12$hash_kol_3,KOL,2024-01-02 21:48:12,2025-08-28 01:02:42,ACTIVE
6f52b1ff-7871-4f45-9d04-39264232c869,thanhthanh.food@gmail.com,$2b$12$hash_kol_4,KOL,2024-10-06 18:01:00,2025-11-09 23:14:10,ACTIVE
cd4abdf5-22f2-4f9e-9998-f52dc8ce0213,minhtu.model@gmail.com,$2b$12$hash_kol_5,KOL,2024-03-10 08:57:53,2025-07-02 14:01:22,ACTIVE
bf919cd6-aacf-4aa0-a479-684b9dc79153,tuanhung.sports@gmail.com,$2b$12$hash_kol_6,KOL,2024-03-14 12:40:24,2025-08-08 23:40:53,ACTIVE
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,ngoctrinh.beauty@gmail.com,$2b$12$hash_kol_7,KOL,2023-11-10 17:29:38,2025-10-09 03:14:33,ACTIVE
9ed9e8dc-285d-4e7f-955c-3ba9df09ad99,sontung.music@gmail.com,$2b$12$hash_kol_8,KOL,2023-12-25 08:49:38,2025-10-15 06:43:10,ACTIVE
6af20bfb-f2e3-42ef-9e85-eed7dfcf6256,phuongly.music@gmail.com,$2b$12$hash_kol_9,KOL,2024-11-12 22:15:07,2025-10-04 20:03:49,ACTIVE
6cb4804b-844c-4f68-885f-6d2817c9d5e3,chaubui.fashion@gmail.com,$2b$12$hash_kol_10,KOL,2023-07-26 11:02:21,2025-09-27 06:45:22,ACTIVE
60066034-b655-47a1-817a-f6f2d3ff2fb4,ndln.celeb@gmail.com,$2b$12$hash_kol_11,KOL,2024-10-06 04:51:11,2025-07-04 05:33:50,ACTIVE
5735d942-52a3-4900-8ed3-6635e5df6169,huytran.fitness@gmail.com,$2b$12$hash_kol_12,KOL,2024-07-19 21:05:20,2025-10-20 13:58:37,ACTIVE
13647c17-477c-4458-a405-5ea96a14fbf5,anphuong.travel@gmail.com,$2b$12$hash_kol_13,KOL,2023-12-08 03:36:23,2025-07-02 17:30:38,ACTIVE
cea6d21d-bef8-437b-a7e5-be8461bd9aa4,khanhvy.edu@gmail.com,$2b$12$hash_kol_14,KOL,2024-05-25 01:09:17,2025-08-13 16:23:25,ACTIVE
92560ca8-a15d-41e5-b79d-00468d416dd5,giangoi.lifestyle@gmail.com,$2b$12$hash_kol_15,KOL,2023-12-27 16:11:31,2025-11-27 16:38:07,ACTIVE
6eecac86-4e27-4869-b672-c7cb7ec62c4c,pewpew.gaming@gmail.com,$2b$12$hash_kol_16,KOL,2024-10-10 02:27:36,2025-10-12 15:04:01,ACTIVE
0516d582-0010-467d-874d-312bcd301677,domixi.gaming@gmail.com,$2b$12$hash_kol_17,KOL,2024-08-06 14:17:44,2025-07-13 15:28:51,ACTIVE
6cd09591-2679-4ce0-81df-10c44d1bedc2,lebong.food@gmail.com,$2b$12$hash_kol_18,KOL,2024-11-13 18:08:04,2025-08-02 23:16:01,ACTIVE
64ff4cbc-f7c6-454d-b46f-d1a5515e89f7,quynhtran.food@gmail.com,$2b$12$hash_kol_19,KOL,2023-07-14 10:45:32,2025-07-15 11:26:28,ACTIVE
c72f40b2-29a8-4e39-82e8-a7437db99bff,admin@alien.vn,$2b$12$hash_admin_0,ADMIN,2023-01-02 13:23:58,2025-10-31 15:03:31,ACTIVE
b6229bb0-8477-4f50-9a21-e56b0282d1be,superadmin@alien.vn,$2b$12$hash_admin_1,ADMIN,2023-01-20 11:23:27,2025-10-26 23:52:53,ACTIVE
b0b6a8e0-94b1-4d01-9d93-e6a983db6ddc,fraud@fakebrand.vn,$2b$12$hash_outlier_0,BRAND,2024-01-07 10:13:50,2024-03-11 05:48:46,SUSPENDED
90673eba-2cbe-4e02-9744-5ea465815ae2,pending.kol@gmail.com,$2b$12$hash_outlier_1,KOL,2025-09-28 12:48:45,,PENDING
88fb1e35-fc3f-4985-ab50-d178ac000e87,banned.director@gmail.com,$2b$12$hash_outlier_2,DIRECTOR,2023-08-25 02:05:04,2024-01-16 06:37:34,SUSPENDED
0237f9d0-b4ac-4dfa-b18b-cea8f94c04ac,newagency@startup.vn,$2b$12$hash_outlier_3,AGENCY,2025-11-06 03:51:50,,PENDING
42056198-b401-5f11-a6f3-0fcfc7af4961,sarah.j@glowupbeauty.com,$2a$12$NbrnTP3f...Abn,BRAND,2024-04-08 03:07:34,2025-05-30 05:24:09,ACTIVE
d3c7da29-dd82-51d9-a268-46fb62f508aa,mike.c@technestusa.com,$2a$12$bmOHnKYa...XRv,BRAND,2024-01-31 04:35:13,2025-05-11 10:51:31,ACTIVE
a35ddc03-6ee6-5ba9-956a-641d640bcd38,emily.d@bloomwellness.co,$2a$12$7uff0LYT...H8x,BRAND,2024-04-17 04:41:44,2025-05-15 05:34:38,ACTIVE
d2ce75cb-8d22-504b-bbd1-59e758b8b1de,lena.t@styleforward.com,$2a$12$ZM1JRcor...eog,BRAND,2024-02-23 23:27:03,2025-05-23 00:15:40,ACTIVE
6b3c8efa-0116-5c85-8f51-8b92129ad232,james.w@freshfitnutrition.com,$2a$12$Nwwmq6OL...kTk,BRAND,2024-03-14 16:23:25,2025-05-14 02:30:43,ACTIVE
6cffbfec-4920-5431-9456-d9b0db2469a7,madison.s@starfaceus.com,$2a$12$9NIQ0Wob...tqn,BRAND,2024-04-20 03:15:02,2025-06-04 20:25:50,ACTIVE
ac447e0d-b6b8-5af0-b0f9-11245d138e03,carlos.h@aquaglow.com,$2a$12$tOy4CqpI...qK3,BRAND,2024-11-03 02:40:57,2025-05-18 13:45:23,ACTIVE
ea2059cb-824a-5137-978a-cf4d04e4c078,olivia.m@puritybeauty.com,$2a$12$n9FfcgMX...Adx,BRAND,2024-11-29 18:32:28,2025-05-26 16:27:46,PENDING
7aa97c87-355d-5862-84ca-09e823b8ef77,ryan.n@lumiskinlabs.com,$2a$12$pI6Qh2UV...vsj,BRAND,2024-06-02 06:14:54,2025-06-05 01:17:53,ACTIVE
b4f08e09-b98f-518d-a3be-e72b13bf23bf,amber.c@glamsnap.com,$2a$12$2qFl41sN...LjV,BRAND,2024-12-27 11:22:36,2025-06-07 19:09:56,ACTIVE
f8e98fce-1fc0-5573-b346-62f60057a968,alex.k@viralagency.com,$2a$12$54LEgw9Y...ooJ,AGENCY,2024-01-16 07:02:04,2025-05-05 03:47:36,ACTIVE
7ec1a7e3-6009-5c89-8e38-606a319a6a37,priya.p@contentco.us,$2a$12$TY8HhO6k...GL7,AGENCY,2024-06-29 09:03:02,2025-05-27 04:19:31,ACTIVE
6f7b0857-7580-572c-aa46-429d9bcffc38,dan.w@shopboostmedia.com,$2a$12$UQSyPx3B...pdb,AGENCY,2024-04-17 13:27:41,2025-05-12 04:06:11,ACTIVE
15cf2530-5aaa-548f-becd-d55fb81aa8a6,jessica.m@kolconnect.us,$2a$12$KaRdebuF...rEH,AGENCY,2024-12-01 13:36:47,2025-05-12 19:06:44,ACTIVE
c9e538bd-7699-5449-96d0-4f5452cbcdd7,leo.c@creatorhub.io,$2a$12$WYlgAACT...P9g,AGENCY,2024-11-04 08:42:08,2025-06-05 08:25:49,ACTIVE
b0c59f13-cfc5-5e91-a64e-761aabcbd9f9,marcus.c@mcstudios.com,$2a$12$v1plBArp...5B1,DIRECTOR,2024-04-16 20:42:06,2025-05-05 18:04:18,ACTIVE
437e6728-37db-585e-80a7-e23cf0646946,ashley.r@arfilms.io,$2a$12$d9Z850kE...nyd,DIRECTOR,2024-03-14 14:08:33,2025-05-01 02:30:40,ACTIVE
c67a4583-12ab-5938-824d-763fc2ba4c64,jordan.s@jsmedia.co,$2a$12$9qWCA79I...Sjs,DIRECTOR,2024-01-12 08:33:06,2025-05-29 02:47:38,ACTIVE
893b102a-41c7-5205-8b63-afc232d04821,taylor.b@tbcreatives.com,$2a$12$TdtdD5Gd...F0e,DIRECTOR,2024-06-27 09:26:28,2025-06-02 18:40:46,ACTIVE
d60ec2d9-bc57-57cd-a342-3f839188a9b5,morgan.l@mlproductions.com,$2a$12$1z6JJcfO...Jtq,DIRECTOR,2024-10-01 00:24:21,2025-05-12 14:05:21,PENDING
6de2e223-252a-52fa-946e-26f28fca6236,noah.h@novideo.io,$2a$12$qiOC56aM...IgH,DIRECTOR,2024-12-14 11:11:13,2025-05-13 20:58:51,ACTIVE
220f3def-7669-53be-9e98-58858a4dec11,zoe.t@ztfilms.com,$2a$12$iveprBHs...8YG,DIRECTOR,2024-09-25 06:24:43,2025-06-02 04:54:13,ACTIVE
e57ce438-ee13-500f-bdac-a6887da0603c,shop.sarah@creator.io,$2a$12$g2q3Ujrn...vQ0,KOL,2024-04-08 03:22:36,2025-05-24 17:10:51,ACTIVE
47976df9-3c2e-56f9-8557-0f9066b954a9,beautyalex@creator.io,$2a$12$p4dNZcui...8kB,KOL,2024-05-17 00:38:55,2025-05-21 18:17:28,ACTIVE
85193fec-c30c-5889-bd56-ae4a3e01596e,techmike.rv@gmail.com,$2a$12$Ig6QjcwI...Acw,KOL,2024-06-03 14:11:55,2025-05-02 22:28:51,ACTIVE
52c14d30-4293-5c50-9a7b-bded366d101e,glow.nina@creator.io,$2a$12$3npgW2zM...j51,KOL,2024-06-04 07:44:37,2025-05-09 14:16:51,ACTIVE
3897ef63-6381-5db8-b82a-988aa5f67569,fitjess.live@gmail.com,$2a$12$2bTu5X1Y...qWg,KOL,2024-06-16 00:56:22,2025-05-23 20:23:37,ACTIVE
4857564c-ca2b-5c95-b3b9-7ab2578f73c7,homewithkate@creator.io,$2a$12$nYCsXobl...u17,KOL,2024-09-17 09:38:00,2025-05-18 01:06:53,ACTIVE
3295c5ce-6597-5463-986a-b4b50bcdf865,fashionfwd.tyler@gmail.com,$2a$12$Ny8H6h8l...7qg,KOL,2024-11-16 18:25:40,2025-05-17 18:45:16,SUSPENDED
39791077-f2e6-5c8e-8a80-323c2b23622f,admin@platform.io,$2a$12$TtLFxJpR...a5H,ADMIN,2023-12-01 00:00:00,2025-06-04 22:11:48,ACTIVE
